OBJECTID,Station Name,Address,Address2,City,State,Zip,Contact,Contact Title,Phone,Email,Up Date,x,y
1642,ARCADE VOLUNTEER FIRE DEPARTMENT,319 NORTH STREET, ,ARCADE,NY,14009,Chris Lester,Chief,585-492-3947,,Confirmed or Updated 2022,219232.444070122,4715149.94631141
1643,VERSAILLES VOLUNTEER FIRE COMPANY INCORPORATED,BUFFALO HILL ROAD, ,PERRYSBURG,NY,14129,,,716-938-9111,,Confirmed or Updated 2022,171873.886643616,4715229.219156
1644,MILFORD VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SQUAD,64 SOUTH MAIN STREET, ,MILFORD,NY,13807,,,607-286-7331,,,504490.485747497,4715314.81272908
1645,WORCESTER VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SQUAD,36 CHURCH STREET, ,WORCESTER,NY,12197,,,607-397-8032,,,520350.454432506,4715574.16212269
1646,HANOVER FIRE DEPARTMENT,11919 HANOVER ROAD, ,SILVER CREEK,NY,14136,,,716-934-7389,,Confirmed or Updated 2022,160274.800120028,4715608.81813426
1647,DANSVILLE FIRE DEPARTMENT,19 FRANKLIN STREET, ,DANSVILLE,NY,14437,,,585-335-7770,,,278408.083850098,4715678.99350133
1648,CORTLANDVILLE FIRE DISTRICT STATION 2,3537 UNITED STATES HIGHWAY 11, ,MCGRAW,NY,13101,,,607-756-2177,,,407046.998348314,4715781.47677444
1649,MEMORIAL VOLUNTEER FIRE COMPANY OF CHAFFEE - SARDINIA STATION 2,12719 WEST SCHUTT ROAD, ,SARDINIA,NY,14134,,,716-496-5114,,,211815.332948009,4715791.92321011
1650,EAST GREENBUSH FIRE STATION 1,1 HAYS RD,,EAST GREENBUSH,NY,12061,,,,,,606633.159500002,4715939.4643913
1651,WAYLAND VOLUNTEER FIRE DEPARTMENT AND AMBULANCE CORPS,14-18 EAST NAPLES STREET, ,WAYLAND,NY,14572,,,585-728-2231,,,287377.799971639,4716101.7770522
1652,LANSING FIRE DEPARTMENT STATION 3,1235 RIDGE ROAD, ,LANSING,NY,14882,,,607-533-4315,,,369516.699971659,4716186.83970274
1653,PIKE FIRE DEPARTMENT AND RESCUE SQUAD,67 MAIN STREET, ,PIKE,NY,14130,,,585-493-2880,,Confirmed or Updated 2022,241014.814000001,4716229.1089
1654,GROTON FIRE DEPARTMENT,108 EAST CORTLAND STREET, ,GROTON,NY,13073,,,607-898-3135,,,387826.871151333,4716251.79643094
1655,PLYMOUTH FIRE DEPARTMENT,3461 STATE HIGHWAY 23, ,SOUTH PLYMOUTH,NY,13844,,,607-334-6805,,,451311.778201438,4716330.23582038
1656,MCGRAW FIRE DEPARTMENT,7 WEST CENTER STREET, ,MCGRAW,NY,13101,,,607-836-4123,,,410106.126225878,4716384.40333992
1657,MIDDLEBURGH FIRE DEPARTMENT,127 RAILROAD AVENUE, ,MIDDLEBURGH,NY,12122,,,518-827-5277,,,554709.154230916,4716577.31544997
1658,EAST GREENBUSH FIRE DISTRICT 3,68 PHILLIPS ROAD, ,RENSSELAER,NY,12144,,,518-479-4168,,,604976.251692411,4716585.72010975
1659,CORTLAND FIRE DEPARTMENT STATION 2,17 SOUTH FRANKLIN STREET, ,CORTLAND,NY,13045,,,607-758-8380,,,404437.410823773,4716674.09933798
1660,CAMP PHARSALIA FIRE AND SAFETY,496 CENTER ROAD, ,SOUTH PLYMOUTH,NY,13844,,,607-334-2264,,,438797.716903715,4716733.13985989
1661,DELMAR FIRE DEPARTMENT STATION 2,799 FEURA BUSH ROAD, ,DELMAR,NY,12054,Arlie Hedges,Chief,518-439-1122,info@delmarfire.com,Confirmed or Updated 2022,595833.572272172,4716736.78689521
1662,ONESQUETHAW VOLUNTEER FIRE COMPANY INCORPORATED STATION 3,1240 DELAWARE TURNPIKE, ,DELMAR,NY,12054,Mike Salisbury,Chief,518-439-6954,info@onesquethaw.com,Confirmed or Updated 2022,590237.356545818,4716893.79542004
1663,CORTLAND FIRE DEPARTMENT STATION 1 - HEADQUARTERS,21 COURT STREET, ,CORTLAND,NY,13045,,,607-758-8380,,,403278.072435956,4716975.71348497
1664,CATTARAUGUS INDIAN RESERVATION VOLUNTEER FIRE DEPARTMENT,1520 STATE ROUTE 438, ,IRVING,NY,14081,,,716-532-9794,,,172256.957078532,4717003.60715682
1665,LAWTONS VOLUNTEER FIRE COMPANY,GOWANDA STATE ROAD, ,LAWTONS,NY,14091,,,716-337-2555,,,177232.669978261,4717090.36140586
1666,SELKIRK FIRE COMPANY 2,301 GLENMONT ROAD, ,GLENMONT,NY,12077,Joe Michaniw,Chief,518-436-8203,secretary@selkirkfd.org,Confirmed or Updated 2022,599414.95046709,4717149.82548431
1667,GENESEE FALLS VOLUNTEER FIRE COMPANY,6673 CHURCH STREET, ,PORTAGEVILLE,NY,14536,,,585-468-2318,,Confirmed or Updated 2022,250350.541350014,4717234.63159177
1668,MEMORIAL VOLUNTEER FIRE COMPANY OF CHAFFEE-SARDINIA STATION 3,10599 GENESEE ROAD, ,EAST CONCORD,NY,14055,,,716-496-5150,,,204203.401528594,4717257.0718277
1669,BEST LUTHER VOLUNTEER FIRE COMPANY STATION 2,BEST LUTHER ROAD, ,EAST GREENBUSH,NY,12061,,,518-283-5641,,,611008.076299999,4717297.54749131
1670,EAST CONCORD FIRE DEPARTMENT,9413 GENESEE ROAD, ,EAST CONCORD,NY,14055,,,716-592-4567,,,201066.905320739,4717461.12982814
1671,HIMROD FIRE DEPARTMENT,3530 HIMROD ROAD, ,HIMROD,NY,14842,Leon Ray Hoover,Chief,607-243-8588,,Confirmed or Updated 2022,339234.432360564,4717527.42712737
1672,EAST BERNE FIRE DEPARTMENT,50 MAIN STREET, ,EAST BERNE,NY,12059,Scott Duncan,Chief,518-872-0088,Ebfdltharnett341@gmail.com,Confirmed or Updated 2022,576326.718328344,4718209.27264953
1673,NUNDA FIRE DEPARTMENT,16 SOUTH STATE STREET, ,NUNDA,NY,14517,,,585-468-2323,,,258530.17724477,4718258.63089459
1674,NORTH NORWICH FIRE DEPARTMENT,108 BEACH LANE, ,NORWICH,NY,13815,,,607-334-7500,,,457004.117703951,4718499.44638648
1675,BRANCHPORT-KEUKA PARK VOLUNTEER FIRE DEPARTMENT - BRANCHPORT,3686 STATE ROUTE 54A, ,BRANCHPORT,NY,14418,Nancy Oppel,Chief,315-595-2296,BKPFDCHIEF@gmail.com,Confirmed or Updated 2022,323571.61079442,4718662.73537828
1676,MEMORIAL VOLUNTEER FIRE COMPANY OF CHAFFEE STATION 1 - SARDINIA,13670 BRIGGS STREET, ,CHAFFEE,NY,14030,,,716-496-5150,,,214619.123617374,4718702.0089063
1677,SILVER CREEK FIRE DEPARTMENT,172 CENTRAL AVENUE, ,SILVER CREEK,NY,14136,,,716- 934-3036,,Confirmed or Updated 2022,157619.240592011,4718743.8723562
1678,LANSING FIRE DEPARTMENT STATION 4,1189 AUBURN ROAD, ,LOCKE,NY,13092,,,607-533-4816,,,377221.600327956,4718876.47388706
1679,EAST WORCESTER FIRE DEPARTMENT AND EMERGENCY SQUAD,70 MAIN STREET, ,EAST WORCESTER,NY,12064,,,607-397-8889,,,526826.554272199,4718954.63928101
1680,LODI VOLUNTEER FIRE COMPANY,8557 STATE ROUTE 414, ,LODI,NY,14860,,,607-582-6700,,,350381.62823215,4718984.96657337
1681,NEW BERLIN VOLUNTEER FIRE DEPARTMENT / NEW BERLIN VOLUNTEER EMERGENCY MEDICAL SERVICES UNIT,2 SCHOOL STREET, ,NEW BERLIN,NY,13411,,,607-847-6575,,,472680.108671165,4719040.16622582
1682,BERNE FIRE DEPARTMENT,30 CANADAY HILL ROAD, ,BERNE,NY,12023,Eric Gardner,Chief,518-872-0470,bernevolunteerfirecompany@gmail.com,Confirmed or Updated 2022,569601.993562699,4719253.53780272
1683,CLINTON HEIGHTS FIRE DEPARTMENT,330 COLUMBIA TURNPIKE, ,RENSSELAER,NY,12144,,,518-477-9982,,,603935.457,4719230.6059913
1684,BLISS FIRE DEPARTMENT / EAGLE HOSE COMPANY 1,6655 PEARL STREET, ,BLISS,NY,14024,Clarence George,Chief,585-322-7325,,Confirmed or Updated 2022,233013.667561753,4719280.67338463
1685,INTERLAKEN VOLUNTEER FIRE DEPARTMENT,8487 STATE ROUTE 96, ,INTERLAKEN,NY,14847,,,607-532-4300,,,358584.81041835,4719300.66534805
1686,BEST LUTHER VOLUNTEER FIRE COMPANY,303 OLD BEST ROAD, ,WEST SAND LAKE,NY,12196,,,518-283-5641,,,611688.847529043,4719407.42459983
1687,EAST GREENBUSH FIRE COMPANY,LUTHER ROAD, ,EAST GREENBUSH,NY,12061,,,518-479-4168,,,606765.777650644,4719458.11529711
1688,DELMAR FIRE DEPARTMENT STATION 1 - HEADQUARTERS,145 ADAMS STREET, ,DELMAR,NY,12054,Arlie Hedges,Chief,518-475-7310,info@delmarfire.com,Confirmed or Updated 2022,595508.865846679,4719482.88842552
1689,PITTSFIELD VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SQUAD,167 STATE HIGHWAY 80, ,NEW BERLIN,NY,13411,,,607-847-8127,,,473809.116922516,4719537.64575613
1690,COMMUNITY HOSE FIRE COMPANY,65 SHERWOOD AVENUE, ,RENSSELAER,NY,12144,,,518-462-2922,,,603997.252489354,4719553.63751774
1691,NEW SALEM VOLUNTEER FIRE DEPARTMENT STATION 1,694 NEW SALEM ROAD, ,VOORHEESVILLE,NY,12186,Craig L. Shufelt,Chief,518-765-2244,,Confirmed or Updated 2022,584472.834321476,4719712.18127192
1692,ELSMERE FIRE DISTRICT,15 WEST POPLAR DRIVE, ,DELMAR,NY,12054,Marc F. Futia,Chief,518-439-9144,chief@elsmerefire.org,Confirmed or Updated 2022,596790.914721125,4719774.71580759
1693,NAPLES VOLUNTEER FIRE STATION 2,921 ITALY VALLEY RD,,NAPLES,NY,14512,,,,,Confirmed or Updated 2022,312012.23258969,4720128.17547007
1694,BRANCHPORT-KEUKA PARK VOLUNTEER FIRE DEPARTMENT - KEUKA PARK,522 ASSEMBLY AVENUE,KEUKA PARK,KEUKA PARK,NY,14478,Nancy Oppel,Chief,315-536-7709,BKPFD@BKPFD.org,Confirmed or Updated 2022,328244.778701782,4720257.81560892
1695,NEW SALEM VOLUNTEER FIRE DEPARTMENT STATION 2,2069 NEW SCOTLAND ROAD, ,SLINGERLANDS,NY,12159,Craig L. Shufelt,Chief,518-765-2244,,Confirmed or Updated 2022,589328.264159762,4720267.89696095
1696,RICHMONDVILLE VOLUNTEER FIRE COMPANY,288 MAIN STREET, ,RICHMONDVILLE,NY,12149,,,518-294-7721,,,535833.736857652,4720281.05539951
1697,SLINGERLANDS FIRE AND RESCUE STATION 1,1520 NEW SCOTLAND ROAD, ,SLINGERLANDS,NY,12159,Craig Sleurs,Chief,518-439-4734,slingerlandsfirerescue@gmail.com,Confirmed or Updated 2022,593252.978917232,4720299.57610872
1698,SUNSET BAY VOLUNTEER FIRE COMPANY,12798 ALLEGANY ROAD, ,IRVING,NY,14081,Rob Weiskerger,Chief,716-934-4880,,Confirmed or Updated 2022,160771.973825154,4720466.17526851
1699,NAPLES VOLUNTEER FIRE DEPARTMENT / MAXFIELD HOSE COMPANY,2 RACE STREET, ,NAPLES,NY,14512,,,585-374-2370,,,302808.166538792,4720736.69513236
1700,AVERILL PARK FIRE DEPARTMENT,35 EASTERN UNION TURNPIKE, ,AVERILL PARK,NY,12018,,,518-674-3077,,,618966.106935879,4720784.79244599
1701,HOMER FIRE DEPARTMENT,43 SOUTH MAIN STREET, ,HOMER,NY,13077,,,607-749-3121,,,403388.39893035,4720958.06158159
1702,IRVING FIRE DEPARTMENT,12847 ERIE STREET, ,IRVING,NY,14081,,,716-934-4639,,Confirmed or Updated 2022,162378.254328107,4721037.75691768
1703,GARRATTSVILLE VOLUNTEER FIRE COMPANY AND EMERGENCY SQUAD,4413 STATE ROUTE 51, ,GARRATTSVILLE,NY,13342,,,607-965-8536,,,485773.612541924,4721603.06894389
1704,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - ENGINE 9,356 DELAWARE AVENUE, ,ALBANY,NY,12209,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,600042.241117632,4721738.33719303
1705,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - SOUTH END,289 PEARL STREET, ,ALBANY,NY,12202,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,601873.546781824,4721763.74074831
1706,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - HEADQUARTERS,26 BROAD STREET, ,ALBANY,NY,12202,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,601861.10117463,4721769.74611683
1707,SOUTH OTSELIC FIRE DEPARTMENT,1577 STATE HIGHWAY 26, ,SOUTH OTSELIC,NY,13155,,,315-653-4455,,,435786.849213287,4721775.2432804
1708,SPARTA CENTER VOLUNTEER FIRE DEPARTMENT,8479 REEDS CORNERS ROAD, ,DANSVILLE,NY,14437,,,585-335-6872,,,279989.760346923,4721812.77053399
1709,LANGFORD-NEW OREGON VOLUNTEER FIRE COMPANY,3901 LANGFORD ROAD, ,NORTH COLLINS,NY,14111,,,716-337-3440,,,184919.132327414,4722101.24608537
1710,RENSSELAER CITY FIRE DEPARTMENT LADDER 1,42 PARTITION STREET, ,RENSSELAER,NY,12144,,,518-463-2883,,,603549.562132345,4722195.55164004
1711,WEST SAND LAKE FIRE DEPARTMENT,3697 STATE ROUTE 43, ,WEST SAND LAKE,NY,12196,,,518-674-5757,,,614206.777671886,4722223.41397335
1712,WEST SPARTA VOLUNTEER FIRE DEPARTMENT,4451 RED SCHOOL ROAD, ,DANSVILLE,NY,14437,,,585-335-3322,,,271192.027003784,4722231.43955396
1713,WESTFORD VOLUNTEER FIRE DEPARTMENT,1812 COUNTY HIGHWAY 34, ,WESTFORD,NY,13488,,,607-638-9075,,,516877.45847675,4722296.17240992
1714,TABORTON VOLUNTEER FIRE COMPANY,861 TABORTON ROAD, ,SAND LAKE,NY,12153,,,518-674-2915,,,624896.929437243,4722345.79999215
1715,SAND LAKE AMBULANCE INCORPORATED,3643 STATE ROUTE 43, ,WEST SAND LAKE,NY,12196,,,518-674-2221,,,614536.488348329,4722417.80649524
1716,SLINGERLANDS FIRE AND RESCUE STATION 2,1144 NEW SCOTLAND ROAD, ,ALBANY,NY,12208,Craig Sleurs,Chief,518-489-8273,sfdpublic@gmail.com,Confirmed or Updated 2022,595028.65730012,4722457.43639803
1717,VOORHEESVILLE FIRE DEPARTMENT,12 ALTAMONT ROAD, ,VOORHEESVILLE,NY,12186,Michael Herzog,Chief,518-765-4048,,Confirmed or Updated 2022,587054.190976815,4722565.69956386
1718,RENSSELAER FIRE DEPARTMENT STATION 3 / RENSSELAER FIRE DEPARTMENT STATION 4,959 BROADWAY, ,RENSSELAER,NY,12144,,,518-465-3243,,,603376.609484489,4722573.64661247
1719,BRANT FIRE COMPANY 1,1231 BRANT-FARNHAM ROAD, ,IRVING,NY,14081,,,716-549-3691,,,170251.482380123,4722909.02350061
1720,SPRINGWATER VOLUNTEER FIRE DEPARTMENT,8145 SOUTH MAIN STREET, ,SPRINGWATER,NY,14560,,,585-669-9342,,,286992.942563633,4722918.73404556
1721,HARTWICK VOLUNTEER FIRE DEPARTMENT COMPANY 2,4877 STATE HIGHWAY 28, ,COOPERSTOWN,NY,13326,,,607-547-8091,,,503334.251992022,4722959.25216564
1722,HARTWICK VOLUNTEER FIRE DEPARTMENT COMPANY 1,3088 COUNTY HIGHWAY 11, ,HARTWICK,NY,13348,,,607-293-7741,,,495868.093969874,4723002.80895963
1723,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - ENGINE 11,439 NEW SCOTLAND AVENUE, ,ALBANY,NY,12208,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,598706.361323348,4723200.83005461
1724,NORTH COLLINS FIRE COMPANY,10543 MAIN STREET, ,NORTH COLLINS,NY,14111,,,716-337-3160,,,176681.930047235,4723355.84262945
1725,GALLUPVILLE VOLUNTEER FIRE DEPARTMENT,109 SCHOOL STREET, ,SCHOHARIE,NY,12157,,,518-872-0370,,,562566.22064826,4723594.901815
1726,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - ENGINE ONE,320 WASHINGTON AVENUE, ,ALBANY,NY,12203,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,600928.69852972,4723715.91712235
1727,FARNHAM VOLUNTEER FIRE COMPANY INCORPORATED,526 COMMERCIAL STREET, ,IRVING,NY,14081,,,716-549-5489,,,164974.643796305,4723766.35221777
1728,SCHOHARIE FIRE DEPARTMENT,133 GRAND STREET, ,SCHOHARIE,NY,12157,,,518-295-7197,,,556267.928084195,4723881.82243125
1729,ELMWOOD PARK FIRE DISTRICT - NORTH BETHLEHEM FIRE DEPARTMENT,589 RUSSELL ROAD, ,ALBANY,NY,12203,Chris Fuino,Chef,518-489-6556,chief@epfdny.org,Confirmed or Updated 2022,594869.914456092,4724120.73650766
1730,LOCKE VOLUNTEER FIRE DEPARTMENT,900 MAIN STREET, ,LOCKE,NY,13092,Ray Dyer,Chief,315-497-0595,,Confirmed or Updated 2022,382787.167215577,4724254.69269359
1731,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - ARBOR HILL HOUSE,700 NORTH MANNING BOULEVARD, ,ALBANY,NY,12210,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,602162.835841698,4724318.11244221
1732,STRYKERSVILLE FIRE DEPARTMENT STATION 2,CURRIERS ROAD, ,ARCADE,NY,14009,Dustin Colkitt,Chief,585-457-3588,,Confirmed or Updated 2022,219744.300523048,4724441.56826641
1733,KNOX FIRE DEPARTMENT,2198 BERNE ALTAMONT ROAD, ,KNOX,NY,12107,William Vinson,Chief,518-872-0368,knoxvfd@yahoo.com,Confirmed or Updated 2022,572178.314166527,4724489.76099388
1734,BOSTON VOLUNTEER FIRE COMPANY STATION 2,9862 ZIMMERMAN ROAD, ,BOSTON,NY,14025,,,716-941-6200,,,190798.418053255,4724560.82567975
1735,CASTILE VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD,37 NORTH MAIN STREET, ,CASTILE,NY,14427,Bill Dake,Chief,585-493-2850,,Confirmed or Updated 2022,250060.782306409,4724616.96819844
1736,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - ENGINE 7,670 CLINTON AVENUE, ,ALBANY,NY,12206,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,600439.00927887,4724680.76599648
1737,KING FERRY FIRE DEPARTMENT,1011 STATE ROUTE 34B, ,KING FERRY,NY,13081,Scott Shaw,Chief,315-364-8940,,Confirmed or Updated 2022,367409.049736711,4725118.80053865
1738,GENOA FIRE DEPARTMENT,10015 STATE ROUTE 90, ,GENOA,NY,13071,Glen Kilcer,Chief,315-497-0611,info@genoafiredepartment.com,Confirmed or Updated 2022,374022.775128691,4725083.33801679
1739,COBLESKILL FIRE DEPARTMENT AND RESCUE SQUAD,610 EAST MAIN STREET, ,COBLESKILL,NY,12043,,,518-234-2424,,,542492.999798226,4725160.41895196
1740,PENN YAN FIRE DEPARTMENT,125 ELM STREET, ,PENN YAN,NY,14527,Mike Pedersen,Chief,315-536-6111,,Confirmed or Updated 2022,331582.700213605,4725229.80096919
1741,SHERBURNE FIRE DEPARTMENT,15 WEST STATE STREET, ,SHERBURNE,NY,13460,,,607-674-2204,,,458996.666932809,4725235.76905695
1742,DEFREESTVILLE FIRE DEPARTMENT,480 NORTH GREENBUSH ROAD, ,RENSSELAER,NY,12144,,,518-286-3612,,,607184.959134372,4725327.58626435
1743,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - BREVATOR STATION,130 BREVATOR STREET, ,ALBANY,NY,12203,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,598213.755395415,4725654.93539445
1744,GAINESVILLE VOLUNTEER FIRE DEPARTMENT,2 EAST STREET, ,GAINESVILLE,NY,14066,Rob Patterson,Chief,585-493-2763,,Confirmed or Updated 2022,243088.784382896,4725691.94012062
1745,MCKOWNVILLE FIRE DEPARTMENT,1250 WESTERN AVENUE, ,ALBANY,NY,12203,Michael Costabile,Chief,518-489-4340,secretary@mckfd.org,Confirmed or Updated 2022,595801.440907494,4725778.42154884
1746,MIDDLEFIELD VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SQUAD,3666 COUNTY HIGHWAY 35, ,ROSEBOOM,NY,13450,,,607-547-5664,,,513126.961306664,4726154.9332513
1747,SMYRNA FIRE DEPARTMENT,1 EAST MAIN STREET, ,SMYRNA,NY,13464,,,607-627-6666,,,453242.072672171,4726271.83569154
1748,BOSTON VOLUNTEER FIRE COMPANY STATION 1,MILL STREET AND BOSTON STATE ROAD, ,BOSTON,NY,14025,,,716-941-6200,,,193465.039977348,4726338.25930496
1749,POESTENKILL FIRE STATION 2,1027 PLANK RD,,POESTENKILL,NY,12140,,,,,,623136.508500002,4726686.1248913
1750,OVID VOLUNTEER FIRE DEPARTMENT,2136 BROWN STREET, ,OVID,NY,14521,,,607-869-5560,,,350569.449434604,4726711.90447719
1751,GAINESVILLE FIRE STATION 2,4362 RTE 78,,GAINESVILLE,NY,14066,Rob Patterson,Chief,,,Confirmed or Updated 2022,238337.330400002,4726760.9083913
1752,NEW YORK STATE DEPARTMENT OF CORRECTIONAL SERVICES - WILLARD DRUG TREATMENT CAMPUS FIRE DEPARTMENT,7116 COUNTY ROAD 132, ,WILLARD,NY,14588,,,607-869-5500,,,346902.941687738,4726892.55974446
1753,WESTMERE FIRE DISTRICT,1741 WESTERN AVENUE, ,ALBANY,NY,12203,Anthony Carrow,Chief,518-456-5200,info@westmerefd.org,Confirmed or Updated 2022,593261.920978703,4726924.3875015
1754,PATCHIN FIRE COMPANY STATION 2,8123 COLE ROAD, ,BOSTON,NY,14025,,,716-941-3555,,,195276.286456651,4727111.65669612
1755,HOLLAND VOLUNTEER FIRE DEPARTMENT,49 NORTH MAIN STREET, ,HOLLAND,NY,14080,,,716-537-9568,,,209550.196579755,4727156.76181624
1756,GROVELAND VOLUNTEER FIRE DEPARTMENT INCORPORATED,7428 STATE ROUTE 63, ,GROVELAND,NY,14462,,,585-243-1441,,,273029.902098569,4727223.51297284
1757,WEST ALBANY FIRE DEPARTMENT STATION 2 - OSBORNE ROAD,36 OSBORNE ROAD, ,ALBANY,NY,12205,Dan Sullivan,Chief,518-459-6311,,Confirmed or Updated 2022,598366.007779109,4727286.04297886
1758,EDMESTON FIRE DEPARTMENT AND EMERGENCY SQUAD,27 EAST STREET, ,EDMESTON,NY,13335,,,607-965-8020,,,480183.765123479,4727305.75217766
1759,WEST ALBANY FIRE DEPARTMENT STATION 1 - SAND CREEK ROAD,113 SAND CREEK ROAD, ,ALBANY,NY,12205,Dan Sullivan,Chief,518-435-0749,,Confirmed or Updated 2022,599535.914577504,4727332.4149391
1760,MENANDS VOLUNTEER FIRE COMPANY 1,250 BROADWAY, ,MENANDS,NY,12204,Michael Steurer,Chief,518-463-9494,info@menandsfire.company,Confirmed or Updated 2022,604460.386733967,4727436.8790398
1761,DRESDEN VOLUNTEER FIRE DEPARTMENT,1 FIREHOUSE AVENUE, ,DRESDEN,NY,14441,Dan Egburtson,Chief,315-536-6391,,Confirmed or Updated 2022,339771.300066862,4727442.62563595
1762,LAKE ERIE BEACH VOLUNTEER FIRE COMPANY INCORPORATED,9483 LAKE SHORE ROAD, ,ANGOLA,NY,14006,,,716-549-6054,,,164601.564846994,4727473.16525407
1763,NORTH JAVA FIRE COMPANY STATION 2,STATE ROUTE 78, ,JAVA CENTER,NY,14082,Brian Boorman,Chief,585-535-9950,,Confirmed or Updated 2022,222763.652300002,4727481.4595913
1764,COOPERSTOWN FIRE DEPARTMENT AND EMERGENCY SQUAD,24 CHESTNUT STREET, ,COOPERSTOWN,NY,13326,,,607-547-2761,,,505916.284720739,4727572.48451445
1765,SILVER SPRINGS FIRE DEPARTMENT AND RESCUE SQUAD,43 NORTH MAIN STREET, ,SILVER SPRINGS,NY,14550,Ricardo Torres,Chief,585-493-2004,,Confirmed or Updated 2022,247275.201713677,4727712.29707134
1766,WYNANTSKILL FIRE DEPARTMENT,511 CHURCH STREET, ,WYNANTSKILL,NY,12198,,,518-283-5506,,,611921.050232502,4727753.75508553
1767,SILVER SPRINGS VOLUNTEER FIRE STATION 2,160 N MAIN ST,,SILVER SPRINGS,NY,14550,Ricardo Torres,Chief,585-493-2004,,Confirmed or Updated 2022,247315.136000002,4727913.1945913
1768,ANGOLA VOLUNTEER FIRE COMPANY STATION 2,181 NORTH MAIN STREET, ,ANGOLA,NY,14006,,,716-549-3022,,,169789.092600001,4727913.30359129
1769,BERLIN VOLUNTEER FIRE DEPARTMENT,11 COMMUNITY AVENUE, ,BERLIN,NY,12022,,,518-658-2890,,,633528.521575918,4727960.86981988
1770,POESTENKILL FIRE DEPARTMENT AMBULANCE,182 MAIN STREET, ,POESTENKILL,NY,12140,,,518-283-1649,,,616456.875163652,4728060.76930064
1771,POESTENKILL FIRE COMPANY,182 MAIN STREET, ,POESTENKILL,NY,12140,,,518-283-1649,,,616456.87352993,4728060.8663695
1772,GUILDERLAND CENTER FIRE DEPARTMENT,30 SCHOOL ROAD, ,GUILDERLAND CENTER,NY,12085,John Joy,Chief,518-861-8871,,Confirmed or Updated 2022,584690.227702776,4728183.73183023
1773,ALTAMONT FIRE DEPARTMENT,115 MAIN STREET, ,ALTAMONT,NY,12009,Paul Miller,Chief,518-861-8171,,Confirmed or Updated 2022,579856.708964284,4728270.2009221
1774,CITY OF ALBANY DEPARTMENT OF FIRE EMERGENCY MEDICAL SERVICES AND CODE ENFORCEMENT - PINE BUSH,223 WASHINGTON AVENUE EXTENSION, ,ALBANY,NY,12205,Joseph W. Gregory,Chief of Department,518-447-7879,info@joinafd.org,Confirmed or Updated 2022,594083.629959983,4728290.38205518
1775,COLDEN FIRE COMPANY STATION 2,PARTRIDGE ROAD AND CENTER ROAD, ,COLDEN,NY,14033,,,716-941-5353,,,203062.362446581,4728362.58387931
1776,ALTAMONT RESCUE SQUAD INCORPORATED,767 STATE ROUTE 146, ,ALTAMONT,NY,12009,,,518-356-1501,,Confirmed or Updated 2022,580092.55967652,4728443.35530325
1777,FULLER ROAD FIRE DEPARTMENT,1342 CENTRAL AVENUE, ,ALBANY,NY,12205,Roy Stiles,Chief,518-489-4421,,Confirmed or Updated 2022,596948.080918449,4728462.01397556
1778,ANGOLA VOLUNTEER FIRE COMPANY STATION 1,41 COMMERCIAL STREET, ,ANGOLA,NY,14006,,,716-549-3022,,,169679.057507808,4728463.41284384
1779,GUILDERLAND FIRE DEPARTMENT,2303 WESTERN AVENUE, ,GUILDERLAND,NY,12084,Michael Dempsey,Chief,518-456-5000,info@guilderlandfd.org,Confirmed or Updated 2022,589245.151605916,4728531.7762107
1780,EVANS CENTER FIRE STATION 2,1592 GOWANS RD,,ANGOLA,NY,14006,,,,,,172956.842600001,4728767.0098913
1781,COLDEN FIRE COMPANY STATION 1,8448 GUTEKUNST ROAD, ,COLDEN,NY,14033,,,716-941-5353,,,197936.812788667,4728840.02516392
